(City: Careyland, Pop: 5086547, Elevation: 1645.0)
(City: Alexandriafurt, Pop: 27601470, Elevation: 2444.0)
(City: Sauerbury, Pop: 46577361, Elevation: 628.0)
(City: Abbigailburgh, Pop: 37983072, Elevation: 2790.0)
(City: Watersstad, Pop: 527300, Elevation: 243.0)
(City: WestLera, Pop: 37234156, Elevation: 646.0)
(City: SouthWebster, Pop: 9075283, Elevation: 511.0)
(City: SouthElfriedabury, Pop: 20957882, Elevation: 2450.0)
(City: Hirthebury, Pop: 49649854, Elevation: 1740.0)
(City: Uptonhaven, Pop: 21053356, Elevation: 1109.0)
(City: SouthAmbrosefort, Pop: 21327788, Elevation: 49.0)
(City: NewEwellland, Pop: 6717619, Elevation: 2762.0)
(City: PortDillanshire, Pop: 5072126, Elevation: 544.0)
(City: Reichertstad, Pop: 9976248, Elevation: 1165.0)
(City: Wuckertmouth, Pop: 44414297, Elevation: -59.0)
(City: NewFrancescamouth, Pop: 43200725, Elevation: 1361.0)
(City: PortKeeleyville, Pop: 29821516, Elevation: 722.0)
(City: LakeTillmanview, Pop: 40757759, Elevation: 2961.0)
(City: NorthTitoside, Pop: 18487027, Elevation: 1976.0)
(City: Feilhaven, Pop: 6453924, Elevation: 982.0)
(City: NorthHoustontown, Pop: 37941987, Elevation: 771.0)
(City: PortEnrique, Pop: 1266649, Elevation: 2267.0)
(City: Juanastad, Pop: 21615605, Elevation: 89.0)
(City: Mauriceton, Pop: 31952062, Elevation: 2761.0)
(City: SouthDeliaview, Pop: 22479903, Elevation: 1523.0)
(City: LakeJessika, Pop: 32047244, Elevation: 1695.0)
(City: Beerberg, Pop: 4134346, Elevation: 891.0)
(City: NewKatelynnchester, Pop: 20679783, Elevation: 3374.0)
(City: Celinechester, Pop: 20762759, Elevation: 124.0)
(City: NewAileenbury, Pop: 2131268, Elevation: 950.0)
(City: Nitzschemouth, Pop: 19286041, Elevation: 197.0)
(City: SouthJarenbury, Pop: 3284551, Elevation: 1448.0)
(City: Mistyview, Pop: 9172472, Elevation: 2521.0)
(City: Deckowport, Pop: 24644452, Elevation: 2611.0)
(City: Everetteville, Pop: 24314561, Elevation: 1320.0)
(City: WestAmy, Pop: 34451465, Elevation: 644.0)
(City: NorthJosefinashire, Pop: 44219507, Elevation: 3690.0)
(City: Elenoraberg, Pop: 27225638, Elevation: 1823.0)
(City: Cronaborough, Pop: 20171112, Elevation: 2672.0)
(City: Fadelville, Pop: 2623097, Elevation: 1174.0)
(City: NorthMontanatown, Pop: 15925110, Elevation: 1564.0)
(City: EastReillyville, Pop: 24274201, Elevation: 1088.0)
(City: Daughertybury, Pop: 12279909, Elevation: 3302.0)
(City: Norrisbury, Pop: 14634461, Elevation: 2524.0)
(City: NorthJovanchester, Pop: 49181465, Elevation: 2720.0)
(City: Bernierport, Pop: 12399747, Elevation: 305.0)
(City: Dannieshire, Pop: 37676396, Elevation: 1617.0)
(City: EastDaniela, Pop: 24141129, Elevation: 3287.0)
(City: Welchshire, Pop: 24916187, Elevation: 1247.0)
(City: Reingerland, Pop: 25109297, Elevation: 3874.0)
(City: NorthMackenzie, Pop: 11054027, Elevation: 355.0)
(City: Evehaven, Pop: 39866752, Elevation: 425.0)
(City: LakeMayfort, Pop: 19522480, Elevation: 2618.0)
(City: Klingmouth, Pop: 14179642, Elevation: 2331.0)
(City: Vitaborough, Pop: 42941601, Elevation: 1402.0)
(City: Blandaville, Pop: 6474614, Elevation: 193.0)
(City: Gibsontown, Pop: 6787229, Elevation: 3649.0)
(City: Kilbackville, Pop: 38458716, Elevation: 1310.0)
(City: NewPinkie, Pop: 20980676, Elevation: 2303.0)
(City: EastLayneborough, Pop: 8461500, Elevation: 2819.0)
(City: LakeAlysson, Pop: 27588956, Elevation: 954.0)
(City: Zolamouth, Pop: 31506913, Elevation: 2507.0)
(City: Volkmanland, Pop: 39840288, Elevation: 986.0)
(City: Jonesview, Pop: 8048558, Elevation: 981.0)
(City: EastZoey, Pop: 41837132, Elevation: 3822.0)
(City: Ellisshire, Pop: 46355710, Elevation: 1485.0)
(City: Rolfsonland, Pop: 49294837, Elevation: -72.0)
(City: Rainafort, Pop: 12881095, Elevation: 80.0)
(City: Hanehaven, Pop: 23017682, Elevation: 2141.0)
(City: Meredithton, Pop: 13683569, Elevation: 2724.0)
(City: LakeJaniebury, Pop: 20996989, Elevation: 2694.0)
(City: PortKirstinberg, Pop: 17123358, Elevation: 443.0)
(City: Giovannyfurt, Pop: 47478965, Elevation: 1778.0)
(City: LakeRomaine, Pop: 18933333, Elevation: 1638.0)
(City: Ellenstad, Pop: 4121111, Elevation: 3937.0)
(City: NewArneborough, Pop: 21041919, Elevation: 216.0)
(City: Hoegerton, Pop: 33650256, Elevation: 1521.0)
(City: Botsfordchester, Pop: 8256057, Elevation: 2147.0)
(City: Asiafort, Pop: 1498780, Elevation: 3805.0)
(City: WestSadyetown, Pop: 41064300, Elevation: 3287.0)
(City: LakeTaya, Pop: 7493291, Elevation: 2290.0)
(City: Orvalside, Pop: 33663911, Elevation: 3278.0)
(City: NewRosalyn, Pop: 48869387, Elevation: 3143.0)
(City: Medhurstfurt, Pop: 8800476, Elevation: 106.0)
(City: Chaddton, Pop: 40135587, Elevation: 148.0)
(City: Earlineland, Pop: 19949164, Elevation: 1698.0)
(City: NewJaymebury, Pop: 21165231, Elevation: 234.0)
(City: NewPorterport, Pop: 27011163, Elevation: 3737.0)
(City: LakeMariliestad, Pop: 6409105, Elevation: 2234.0)
(City: Kelsimouth, Pop: 29187057, Elevation: 2523.0)
(City: SouthLonstad, Pop: 21280927, Elevation: 2153.0)
(City: SouthDell, Pop: 5675674, Elevation: 1489.0)
(City: SouthNils, Pop: 14242983, Elevation: 3367.0)
(City: WestRolandomouth, Pop: 33556056, Elevation: 3809.0)
(City: PortTryciatown, Pop: 25394067, Elevation: 3718.0)
(City: WestWayneland, Pop: 14315185, Elevation: 2272.0)
(City: WestCarissabury, Pop: 2463730, Elevation: 3476.0)
(City: Mercedeschester, Pop: 9101646, Elevation: 2434.0)
(City: EastJulianaborough, Pop: 34204332, Elevation: 2192.0)
(City: Nolanchester, Pop: 8697292, Elevation: 498.0)
(City: NewLouisaville, Pop: 20556508, Elevation: 2915.0)
(City: Giovannibury, Pop: 35598694, Elevation: 879.0)
(City: Vandervortstad, Pop: 20028502, Elevation: 2645.0)
(City: SouthLew, Pop: 7847364, Elevation: 165.0)
(City: Manleyfort, Pop: 33026273, Elevation: 131.0)
(City: Alvismouth, Pop: 4163939, Elevation: -98.0)
(City: Fabianbury, Pop: 43379704, Elevation: 2654.0)
(City: EastDaryltown, Pop: 8076770, Elevation: 3940.0)
(City: SouthTitoview, Pop: 18752292, Elevation: 3643.0)
(City: Breitenbergstad, Pop: 20043196, Elevation: 2544.0)
(City: PortEriberto, Pop: 21228732, Elevation: 3313.0)
(City: Reymundomouth, Pop: 4010602, Elevation: 2603.0)
(City: NewNickstad, Pop: 15094728, Elevation: 3922.0)
(City: Kemmerstad, Pop: 2135617, Elevation: 1809.0)
(City: Jedport, Pop: 25007897, Elevation: 95.0)
(City: Electachester, Pop: 18870338, Elevation: 1068.0)
(City: Blandaview, Pop: 36951706, Elevation: 3114.0)
(City: Rickville, Pop: 44365780, Elevation: 3462.0)
(City: LakeDewayneshire, Pop: 46081066, Elevation: 2577.0)
(City: Breannaton, Pop: 18379711, Elevation: 3746.0)
(City: Macfort, Pop: 21017938, Elevation: 3455.0)
(City: Oberbrunnerfort, Pop: 45363624, Elevation: -19.0)
(City: Wymanville, Pop: 16339804, Elevation: 698.0)
(City: LakeRoyalmouth, Pop: 37760656, Elevation: 145.0)
(City: SouthJackyshire, Pop: 7596347, Elevation: 708.0)
(City: Edmondview, Pop: 48070467, Elevation: -29.0)
(City: EastMarkus, Pop: 47983107, Elevation: 1994.0)
(City: LakeFrankview, Pop: 40340184, Elevation: 3459.0)
(City: Farrellshire, Pop: 46734663, Elevation: 240.0)
(City: NorthAlden, Pop: 24916029, Elevation: 928.0)
(City: Nitzscheview, Pop: 12851704, Elevation: 1936.0)
(City: EastAudreyland, Pop: 37369908, Elevation: 2506.0)
(City: WestLaruehaven, Pop: 11977769, Elevation: 1813.0)
(City: Adrielton, Pop: 18208711, Elevation: 604.0)
(City: LakeNakiafort, Pop: 8895593, Elevation: 1572.0)
(City: PortHarveyhaven, Pop: 45128295, Elevation: 3570.0)
(City: Gwendolynmouth, Pop: 26242285, Elevation: 2048.0)
(City: SouthKyler, Pop: 26756311, Elevation: 1103.0)
(City: WestKenneth, Pop: 24241707, Elevation: 2695.0)
(City: PortIsac, Pop: 15882543, Elevation: 2948.0)
(City: Lucienneborough, Pop: 1036529, Elevation: 614.0)
(City: Rodrigomouth, Pop: 3476261, Elevation: 3191.0)
(City: Rexberg, Pop: 28999463, Elevation: 1201.0)
(City: SouthGaylemouth, Pop: 37756633, Elevation: 584.0)
(City: Baileyland, Pop: 25987960, Elevation: 415.0)
(City: Bernhardtown, Pop: 20899822, Elevation: 2878.0)
(City: Catalinaton, Pop: 20585636, Elevation: 1168.0)
(City: SouthRory, Pop: 3756588, Elevation: 2003.0)
(City: WestMarlen, Pop: 37161089, Elevation: 149.0)
(City: LakeBoyd, Pop: 20825482, Elevation: 3484.0)
(City: PortClinton, Pop: 8792558, Elevation: 3262.0)
(City: SouthFrancesco, Pop: 18133350, Elevation: 410.0)
(City: NorthRene, Pop: 8512274, Elevation: 1078.0)
(City: Schuppeburgh, Pop: 21313753, Elevation: 3824.0)
(City: PortAmiyaview, Pop: 2476937, Elevation: 3643.0)
(City: NewRaquel, Pop: 47297796, Elevation: 3011.0)
(City: Leolaborough, Pop: 8542366, Elevation: 1339.0)
(City: Kierachester, Pop: 37964063, Elevation: 2210.0)
(City: Davinton, Pop: 27021437, Elevation: 672.0)
(City: Elisabethfurt, Pop: 30257721, Elevation: 1048.0)
(City: Rogahnberg, Pop: 39280932, Elevation: 1727.0)
(City: NewJustusberg, Pop: 37941723, Elevation: 654.0)
(City: Orrinshire, Pop: 33954000, Elevation: 221.0)
(City: Smithchester, Pop: 49606984, Elevation: 1650.0)
(City: Kreigertown, Pop: 3625081, Elevation: 2870.0)
(City: LakeOdieborough, Pop: 38694329, Elevation: 3561.0)
(City: Marquisland, Pop: 23274079, Elevation: 3180.0)
(City: WestCarolinetown, Pop: 10244706, Elevation: 210.0)
(City: NewDiana, Pop: 23912146, Elevation: 3376.0)
(City: SouthFranco, Pop: 192417, Elevation: 1568.0)
(City: Reingerbury, Pop: 21155616, Elevation: 1517.0)
(City: Lillianport, Pop: 5959809, Elevation: 253.0)
(City: SouthLonzohaven, Pop: 18951031, Elevation: 525.0)
(City: LakeSigridborough, Pop: 37580202, Elevation: 1976.0)
(City: NorthPalma, Pop: 1073535, Elevation: 1335.0)
(City: Tierraville, Pop: 5138849, Elevation: 2158.0)
(City: LakeBrycenchester, Pop: 3921290, Elevation: 2638.0)
(City: NorthWayne, Pop: 29337188, Elevation: 916.0)
(City: EastJettburgh, Pop: 17893576, Elevation: -72.0)
(City: WestGarrisonton, Pop: 35504364, Elevation: 540.0)
(City: EastLuna, Pop: 20971160, Elevation: 1443.0)
(City: PortDarien, Pop: 48402405, Elevation: 2503.0)
(City: LakeKayliebury, Pop: 23503990, Elevation: 670.0)
(City: Jesusfort, Pop: 264586, Elevation: 1361.0)
(City: Frankhaven, Pop: 31885731, Elevation: 3906.0)
(City: Miguelmouth, Pop: 34280519, Elevation: 830.0)
(City: NewRoyalmouth, Pop: 26075694, Elevation: 496.0)
(City: SouthMartine, Pop: 20431067, Elevation: 2853.0)
(City: NewBennieview, Pop: 44173842, Elevation: 988.0)
(City: Connellyview, Pop: 18963073, Elevation: 2604.0)
(City: EastRogers, Pop: 37070215, Elevation: 1346.0)
(City: PortPietro, Pop: 17007127, Elevation: 1708.0)
(City: Domenicabury, Pop: 24314239, Elevation: 430.0)
(City: Watersmouth, Pop: 45413455, Elevation: 1664.0)
(City: Wilfridfort, Pop: 7933683, Elevation: 2363.0)
(City: EastLucy, Pop: 6130953, Elevation: 1727.0)
(City: EastNikolasfort, Pop: 659035, Elevation: 2936.0)
(City: Torpview, Pop: 8655869, Elevation: 1221.0)
(City: NorthTrishaberg, Pop: 42515595, Elevation: 3353.0)
(City: Balistrerifort, Pop: 49794285, Elevation: 1117.0)
(City: Kleinborough, Pop: 17030948, Elevation: 3.0)
(City: EastMartinastad, Pop: 19212728, Elevation: 1870.0)
(City: NewZoey, Pop: 36811715, Elevation: 2093.0)
(City: O'Reillymouth, Pop: 4330491, Elevation: 1975.0)
(City: SouthCaesarside, Pop: 24809007, Elevation: 64.0)
(City: SouthAllanchester, Pop: 21000202, Elevation: 3470.0)
(City: Noemibury, Pop: 43714107, Elevation: 3903.0)
(City: Fayside, Pop: 19668068, Elevation: 3153.0)
(City: EastOfelia, Pop: 13445684, Elevation: 410.0)
(City: WestRomaine, Pop: 25791316, Elevation: 3628.0)
(City: Armandofort, Pop: 16183827, Elevation: 1600.0)
(City: PortNeoma, Pop: 20801967, Elevation: 2604.0)
(City: Gracieport, Pop: 319988, Elevation: 3289.0)
(City: Ezekielburgh, Pop: 27733134, Elevation: 3328.0)
(City: WestPrecious, Pop: 27173191, Elevation: 3973.0)
(City: NewJonbury, Pop: 40758321, Elevation: 321.0)
(City: LakeElroyview, Pop: 38166459, Elevation: 1993.0)
(City: NorthMarcmouth, Pop: 4493195, Elevation: 474.0)
(City: Jocelynborough, Pop: 8295883, Elevation: 1121.0)
(City: Daishatown, Pop: 47944482, Elevation: 481.0)
(City: Penelopeview, Pop: 31554409, Elevation: 3254.0)
(City: Keelymouth, Pop: 22286728, Elevation: 3747.0)
(City: Juneburgh, Pop: 39396279, Elevation: 1485.0)
(City: SouthCarroll, Pop: 31086436, Elevation: 461.0)
(City: Doyleport, Pop: 13895780, Elevation: 1331.0)
(City: Littelfurt, Pop: 13415253, Elevation: 1977.0)
(City: LakeKay, Pop: 15308491, Elevation: 3958.0)
(City: PortDamionfort, Pop: 48509228, Elevation: 1541.0)
(City: Shainaborough, Pop: 39035786, Elevation: 393.0)
(City: Mikelland, Pop: 22500678, Elevation: 528.0)
(City: Randybury, Pop: 26588446, Elevation: 1880.0)
(City: Moenberg, Pop: 18992080, Elevation: 834.0)
(City: Kadinland, Pop: 15227813, Elevation: 2195.0)
(City: Destineemouth, Pop: 48296622, Elevation: 1025.0)
(City: Batzside, Pop: 1689361, Elevation: 1082.0)
(City: Demarcusport, Pop: 49160745, Elevation: 3992.0)
(City: EastDion, Pop: 28306294, Elevation: 1432.0)
(City: WestZita, Pop: 23685038, Elevation: 2505.0)
(City: LakeAndrechester, Pop: 38486576, Elevation: 1028.0)
(City: SouthBenton, Pop: 48971939, Elevation: 3010.0)
(City: WestTrisha, Pop: 27273905, Elevation: 350.0)
(City: PortBurleymouth, Pop: 42462140, Elevation: 3537.0)
(City: NewJonathanmouth, Pop: 47225583, Elevation: 2387.0)
(City: Blazemouth, Pop: 24626809, Elevation: 1557.0)
(City: Zemlakside, Pop: 46231771, Elevation: 2710.0)
(City: Chethaven, Pop: 45431515, Elevation: 2977.0)
(City: PortHolly, Pop: 6232130, Elevation: 661.0)
(City: LakeOnie, Pop: 41742190, Elevation: -89.0)
(City: EastMarisolburgh, Pop: 22317943, Elevation: 2272.0)
(City: Marilieshire, Pop: 33151231, Elevation: 1148.0)
(City: PortSethshire, Pop: 38002991, Elevation: 1614.0)
(City: Kyleport, Pop: 25824785, Elevation: 1816.0)
(City: PortKaylin, Pop: 9483146, Elevation: 1972.0)
(City: Jacksonburgh, Pop: 3420746, Elevation: 3124.0)
(City: Annaliseville, Pop: 39448020, Elevation: 2824.0)
(City: NewAnnaliseport, Pop: 25968106, Elevation: 2071.0)
(City: NorthRosellabury, Pop: 12000688, Elevation: 3997.0)
(City: Cruickshankberg, Pop: 22577243, Elevation: 3563.0)
(City: WestGarettborough, Pop: 25195535, Elevation: 77.0)
(City: Stoltenbergbury, Pop: 2976723, Elevation: 3025.0)
(City: NorthMyronville, Pop: 1367903, Elevation: 1994.0)
(City: Langchester, Pop: 32550620, Elevation: 811.0)
(City: WestRonaldofort, Pop: 33138320, Elevation: 2870.0)
(City: Haleighmouth, Pop: 38061700, Elevation: 2683.0)
(City: EastTonifort, Pop: 40299746, Elevation: 2201.0)
(City: NorthHeaven, Pop: 31564987, Elevation: 163.0)
(City: Bartolettiburgh, Pop: 47810635, Elevation: 1079.0)
(City: Schillerberg, Pop: 36479543, Elevation: 490.0)
(City: SouthTracyburgh, Pop: 39370843, Elevation: 1992.0)
(City: PortHassieburgh, Pop: 31709511, Elevation: 803.0)
(City: Streichberg, Pop: 49971204, Elevation: 3035.0)
(City: WestDaisy, Pop: 9623601, Elevation: 1107.0)
(City: Vadaton, Pop: 1779455, Elevation: 1596.0)
(City: SouthMolly, Pop: 36845768, Elevation: 2251.0)
(City: Auerchester, Pop: 17852427, Elevation: 3794.0)
(City: Ortizchester, Pop: 11159525, Elevation: 2348.0)
(City: Pagacton, Pop: 36073355, Elevation: 460.0)
(City: PortMylenefort, Pop: 1699969, Elevation: 3645.0)
(City: NewMichael, Pop: 40584584, Elevation: 1307.0)
(City: Mozelltown, Pop: 18576516, Elevation: 1942.0)
(City: Narcisoside, Pop: 18114529, Elevation: 228.0)
(City: Joesphton, Pop: 43584106, Elevation: 3517.0)
(City: NewColtenmouth, Pop: 40268895, Elevation: 3284.0)
(City: Bernieton, Pop: 15794030, Elevation: 1369.0)
(City: PortRick, Pop: 15125810, Elevation: 3558.0)
(City: PortDeangeloland, Pop: 20876236, Elevation: 250.0)
(City: Eleonoreborough, Pop: 49052724, Elevation: 3346.0)
(City: NorthKeltonview, Pop: 22197774, Elevation: 2261.0)
(City: LakeNorbertfurt, Pop: 24220340, Elevation: 1455.0)
(City: LakeRoxane, Pop: 16036453, Elevation: 1571.0)
(City: LakeGardnermouth, Pop: 3219398, Elevation: 202.0)
(City: Eastonberg, Pop: 2706195, Elevation: 1705.0)
(City: LakeEstherburgh, Pop: 35065736, Elevation: 832.0)
(City: NewSolonfurt, Pop: 9575395, Elevation: 2976.0)
(City: PortJonberg, Pop: 15864799, Elevation: 2466.0)
(City: Marianafurt, Pop: 3242175, Elevation: 2035.0)
(City: Rosamondmouth, Pop: 13740543, Elevation: 35.0)
(City: Betsyview, Pop: 32635710, Elevation: 258.0)
(City: Leliabury, Pop: 3031062, Elevation: 410.0)
(City: WestKhalid, Pop: 11151878, Elevation: 1525.0)
(City: Theresiaton, Pop: 2740817, Elevation: 1934.0)
(City: LakeMargret, Pop: 47205980, Elevation: 3251.0)
(City: Sisterland, Pop: 3862076, Elevation: 2147.0)
(City: Schuppefort, Pop: 47672368, Elevation: 2930.0)
(City: Harveyfort, Pop: 13865585, Elevation: 3920.0)
(City: SouthTanner, Pop: 40158413, Elevation: 3518.0)
(City: Elliottown, Pop: 35932861, Elevation: 2139.0)
(City: EastKimberlyborough, Pop: 36028103, Elevation: 1610.0)
(City: NewLancefurt, Pop: 41773318, Elevation: 3091.0)
(City: NorthBertrand, Pop: 18803629, Elevation: 3996.0)
(City: Binshaven, Pop: 39921680, Elevation: 1313.0)
(City: WestInesside, Pop: 20579672, Elevation: 1346.0)
(City: WestRachaelton, Pop: 7540784, Elevation: 3953.0)
(City: EastMagnolia, Pop: 32702439, Elevation: 3094.0)
(City: NorthChelsie, Pop: 17574325, Elevation: 3968.0)
(City: SouthJacksonfurt, Pop: 3233092, Elevation: 1655.0)
(City: EastHellen, Pop: 29371918, Elevation: 3926.0)
(City: Bauchborough, Pop: 6359521, Elevation: 1778.0)
(City: LakeRubyehaven, Pop: 27675350, Elevation: 2681.0)
(City: NorthEstefania, Pop: 17218400, Elevation: 3828.0)
(City: NewPasquale, Pop: 3833490, Elevation: 1793.0)
(City: Camilachester, Pop: 49442655, Elevation: 2400.0)
(City: Brandynhaven, Pop: 29291476, Elevation: 2421.0)
(City: Ellismouth, Pop: 13085584, Elevation: 3616.0)
(City: Murphychester, Pop: 14866413, Elevation: 3042.0)
(City: Schoenberg, Pop: 43067702, Elevation: 2746.0)
(City: Labadiefort, Pop: 16171915, Elevation: 19.0)
(City: Oletachester, Pop: 25965727, Elevation: 2804.0)
(City: LakeClaireport, Pop: 47818043, Elevation: 1848.0)
(City: NewNorvalchester, Pop: 6634522, Elevation: 220.0)
(City: Wunschfort, Pop: 7238301, Elevation: 3567.0)
(City: NewRetha, Pop: 21485041, Elevation: 3023.0)
(City: Hickleside, Pop: 3174612, Elevation: 2623.0)
(City: Margarettaville, Pop: 46671343, Elevation: -85.0)
(City: WestMaudtown, Pop: 31541576, Elevation: 1505.0)
(City: Mireyafort, Pop: 30961244, Elevation: -78.0)
(City: Judsonberg, Pop: 26806389, Elevation: 129.0)
(City: Greenborough, Pop: 4981119, Elevation: 3534.0)
(City: WestEsteban, Pop: 47902834, Elevation: 529.0)
(City: Celestinochester, Pop: 26757893, Elevation: 1030.0)
(City: Emiliaborough, Pop: 4516708, Elevation: 2037.0)
(City: NorthKaela, Pop: 5179531, Elevation: 3941.0)
(City: Schadenshire, Pop: 24073512, Elevation: 3529.0)
(City: NewGiovanny, Pop: 14327885, Elevation: 2712.0)
(City: Gwenborough, Pop: 18479249, Elevation: 2916.0)
(City: NewLizaburgh, Pop: 18440662, Elevation: 2732.0)
(City: NorthMarianhaven, Pop: 31465336, Elevation: 129.0)
(City: Draketon, Pop: 10732002, Elevation: 737.0)
(City: NorthBentonstad, Pop: 17533315, Elevation: 539.0)
(City: Alvahmouth, Pop: 19870098, Elevation: 3637.0)
(City: EastLawrencefort, Pop: 25082346, Elevation: 1443.0)
(City: WestFrankieville, Pop: 10065547, Elevation: 3998.0)
(City: SouthSherwoodmouth, Pop: 19994113, Elevation: 865.0)
(City: Lakinton, Pop: 4495968, Elevation: 1286.0)
(City: Raynorborough, Pop: 36162013, Elevation: 1198.0)
(City: Cassidyhaven, Pop: 25951990, Elevation: 2092.0)
(City: NorthMoseborough, Pop: 29624104, Elevation: -32.0)
(City: NorthEzrashire, Pop: 9912593, Elevation: 3438.0)
(City: Shanelfurt, Pop: 25479908, Elevation: 245.0)
(City: Chanceland, Pop: 48141087, Elevation: 3658.0)
(City: Hillsville, Pop: 45370239, Elevation: 2557.0)
(City: Stromanbury, Pop: 48708607, Elevation: 1076.0)
(City: Kurtland, Pop: 704888, Elevation: 747.0)
(City: LakeShanny, Pop: 37802752, Elevation: 1657.0)
(City: LakeSavanna, Pop: 28354841, Elevation: 2550.0)
(City: PortGabriel, Pop: 36253237, Elevation: 2625.0)
(City: WestAureliaside, Pop: 27282892, Elevation: 296.0)
(City: Haileebury, Pop: 18283932, Elevation: 1269.0)
(City: Olaberg, Pop: 43992868, Elevation: 3583.0)
(City: Hectorbury, Pop: 45782480, Elevation: 3102.0)
(City: SouthRyleigh, Pop: 45491911, Elevation: 673.0)
(City: Thompsonmouth, Pop: 34669380, Elevation: 3810.0)
(City: WestClaraborough, Pop: 35764885, Elevation: 2577.0)
(City: Alannastad, Pop: 41846231, Elevation: 277.0)
(City: Marielashire, Pop: 3563030, Elevation: 1617.0)
(City: Leonoraview, Pop: 39210236, Elevation: 1552.0)
(City: Audiehaven, Pop: 11324795, Elevation: 131.0)
(City: Osinskimouth, Pop: 10254189, Elevation: 1298.0)
(City: LakeErinport, Pop: 31681634, Elevation: 234.0)
(City: Brianneview, Pop: 43831143, Elevation: 3425.0)
(City: NorthAndreanefurt, Pop: 6609357, Elevation: 572.0)
(City: EastWillburgh, Pop: 41286667, Elevation: 3525.0)
(City: Oleville, Pop: 24326529, Elevation: 2673.0)
(City: Toyburgh, Pop: 9922593, Elevation: 595.0)
